V1	V2	V3	V4
0.0241	0.0276	0.200117681	0.509261444
0.024	0.0262	0.198455033	0.476855472
0.0328	0.0247	0.303140992	0.432473567
0.027	0.0249	0.235129246	0.443393393
0.0352	0.0302	0.330616446	0.580001182
0.0244	0.0272	0.205629327	0.492527407
0.0249	0.0276	0.210508668	0.510273537
0.0351	0.0213	0.333273055	0.363931505
0.0308	0.0284	0.278425032	0.536541029
0.0246	0.0278	0.209299635	0.518962736
0.0295	0.0278	0.263543766	0.515527148
0.0326	0.0283	0.296539438	0.530429474
0.0296	0.0283	0.266594773	0.530121752
0.0244	0.0226	0.205220241	0.399399722
0.0282	0.0253	0.250274034	0.455577057
0.0342	0.027	0.317150102	0.488411128
0.0339	0.0209	0.315512722	0.351377496
0.0349	0.0276	0.326962049	0.507437927
0.0234	0.0289	0.181309235	0.548515179
0.0305	0.0261	0.273406669	0.474728065
0.0267	0.0266	0.233044288	0.481632992
0.0257	0.0221	0.217480084	0.382461817
0.0244	0.0239	0.20291807	0.416121846
0.0253	0.0249	0.215166147	0.443541162
0.0343	0.0295	0.316983722	0.564419457
0.0278	0.0284	0.240329202	0.536491223
0.0279	0.0216	0.247044086	0.369936377
0.0336	0.0313	0.310646029	0.589303606
0.0366	0.0278	0.351867613	0.521079383
0.0307	0.0276	0.27577952	0.509756615
0.0302	0.0276	0.270208629	0.51040552
0.0257	0.0247	0.221121021	0.428928179
0.0234	0.0253	0.180166374	0.455827231
0.0285	0.0274	0.251123552	0.500854598
0.0242	0.0283	0.198070775	0.530516075
0.0395	0.0278	0.385032912	0.526849071
0.0268	0.0287	0.231880054	0.541329113
0.0311	0.0276	0.280068479	0.506721182
0.034	0.0253	0.318454713	0.455837747
0.0366	0.0302	0.352589635	0.581156982
0.0295	0.0223	0.264917848	0.393243831
0.0272	0.0307	0.236811293	0.586521542
0.032	0.0247	0.294143431	0.434181825
0.0224	0.0258	0.170019932	0.470973777
0.0279	0.0213	0.246759912	0.364406665
0.0244	0.0274	0.205616931	0.502748197
0.0354	0.0214	0.339898773	0.369169662
0.0376	0.0285	0.365322456	0.540410927
0.0385	0.0267	0.375335382	0.486234275
0.0352	0.0298	0.329867405	0.568662684
0.0257	0.0288	0.217937022	0.542527523
0.039	0.024	0.382355676	0.419940922
0.0301	0.0298	0.270548918	0.569541566
0.0234	0.0242	0.18109638	0.418923874
0.0294	0.0278	0.262052521	0.518934885
0.0241	0.0223	0.196891129	0.388451996
0.0257	0.0247	0.219002767	0.432213144
0.0336	0.0228	0.312390302	0.400522192
0.0365	0.0287	0.351084502	0.546775049
0.0285	0.0293	0.253294002	0.557618266
0.0246	0.0287	0.206757805	0.542204392
0.0296	0.0293	0.267768996	0.557775897
0.0396	0.0274	0.385514164	0.507989353
0.0317	0.0251	0.291806651	0.450419217
0.0241	0.0228	0.199817569	0.400772144
0.0379	0.0283	0.370461468	0.533255996
0.0357	0.0228	0.34072883	0.401110471
0.0353	0.0271	0.332878832	0.490486515
0.0311	0.0252	0.281528982	0.451948178
0.0235	0.0228	0.18833546	0.400670098
0.0297	0.0272	0.265443744	0.498060584
0.0384	0.0287	0.37485695	0.548168571
0.0367	0.0249	0.353342197	0.447198072
0.04	0.0259	0.391777105	0.476481411
0.0221	0.0241	0.169170618	0.416832365
0.0245	0.0283	0.202723051	0.528965837
0.0221	0.0272	0.169049228	0.493566035
0.0278	0.0243	0.244997501	0.421751763
0.0353	0.0307	0.335053153	0.585382835
0.0241	0.0248	0.19729182	0.442377583
0.0378	0.0246	0.369988122	0.438030197
0.0367	0.0246	0.354934372	0.434232381
0.038	0.0257	0.374570856	0.472834808
0.0317	0.0222	0.292746712	0.384590887
0.0337	0.0213	0.31152849	0.36594009
0.0279	0.0284	0.24309017	0.53695173
0.0308	0.0298	0.278735833	0.568787789
0.0235	0.0278	0.182201521	0.516694218
0.0378	0.0288	0.367133242	0.549595569
0.0297	0.0278	0.264916325	0.51668836
0.0246	0.0223	0.208391668	0.390856082
0.0334	0.028	0.307169217	0.526691073
0.0355	0.0247	0.339576702	0.432487485
0.0383	0.0244	0.375654833	0.427014388
0.0361	0.0261	0.347772483	0.47579371
0.0338	0.0303	0.309828716	0.581143826
0.0258	0.0223	0.221916143	0.387373376
0.022	0.0248	0.164913763	0.440428131
0.0259	0.0302	0.221493747	0.579572837
0.0355	0.0219	0.341168165	0.373138612
0.0301	0.0208	0.272604769	0.346355202
0.0369	0.0257	0.356657596	0.468757683
0.0345	0.0242	0.323136852	0.420002518
0.033	0.0291	0.30194744	0.554019434
0.0235	0.0251	0.186192818	0.448507255
0.025	0.0283	0.212526723	0.529786863
0.0357	0.0255	0.34123234	0.459314408
0.0258	0.0223	0.222918647	0.394024803
0.0304	0.0282	0.273907964	0.528368867
0.0236	0.0232	0.193315275	0.405629577
0.0398	0.0249	0.389538924	0.450335643
0.0378	0.0285	0.368773035	0.540870498
0.0288	0.0252	0.258887828	0.454081315
0.0302	0.0241	0.27284568	0.417040223
0.0354	0.0288	0.33387399	0.543493958
0.0251	0.0298	0.214530138	0.570066613
0.0368	0.0251	0.355463555	0.453189667
0.029	0.0255	0.261148063	0.458634115
0.0387	0.0249	0.379544155	0.448924498
0.0296	0.0223	0.267435275	0.394853068
0.0379	0.0277	0.371254978	0.515893496
0.0268	0.0236	0.233200165	0.412425431
0.0258	0.0233	0.223623404	0.408240859
0.0266	0.0297	0.230857627	0.566739848
0.033	0.0274	0.305187145	0.499786055
0.0287	0.0209	0.255115052	0.349859864
0.0277	0.0256	0.240127394	0.467129203
0.0323	0.0262	0.299213957	0.47681019
0.0341	0.0255	0.31920379	0.459139331
0.0247	0.0261	0.213561383	0.476186539
0.0235	0.0255	0.181426537	0.457658983
0.0395	0.0282	0.388028714	0.533863198
0.0397	0.0274	0.386658954	0.506181387
0.034	0.0224	0.318270219	0.397490839
0.0349	0.0278	0.327472792	0.518853173
0.0253	0.0233	0.21532373	0.408468711
0.0313	0.0249	0.286192216	0.444778715
0.0373	0.022	0.362609483	0.383271467
0.0363	0.0283	0.347137317	0.530975677
0.0249	0.0231	0.212768631	0.402944073
0.034	0.0242	0.317737268	0.419227065
0.0226	0.0252	0.171345762	0.453811396
0.0228	0.0289	0.175446681	0.547640333
0.0289	0.0277	0.258252973	0.51147775
0.034	0.0221	0.316276461	0.382126304
0.0382	0.0268	0.374251836	0.488381418
0.0367	0.0287	0.352995543	0.546229574
0.0262	0.0232	0.228350543	0.404709866
0.0325	0.0274	0.295963047	0.501858711
0.0376	0.0298	0.365342407	0.571791451
0.0331	0.025	0.305637881	0.446718893
0.033	0.0209	0.306128142	0.349825452
0.0334	0.0222	0.309021734	0.386437858
0.038	0.0245	0.373442454	0.428963998
0.0281	0.0248	0.248670577	0.442762223
0.0266	0.0278	0.231436237	0.516956505
0.0277	0.0261	0.240643169	0.474322814
0.0402	0.025	0.393788029	0.454516065
0.0317	0.0247	0.292393811	0.435303608
0.0353	0.0289	0.332366383	0.552692253
0.0357	0.0233	0.340505127	0.407461628
0.0314	0.0289	0.288691216	0.553359252
0.0291	0.0258	0.261129252	0.469273389
0.0236	0.0246	0.189607079	0.425827636
0.0258	0.0256	0.221757792	0.464372811
0.0277	0.0252	0.240719917	0.453523241
0.0364	0.0242	0.350445997	0.421563619
0.0382	0.0245	0.375305825	0.430038428
0.0351	0.0256	0.333252484	0.462785236
0.0394	0.027	0.383485837	0.49730511
0.0325	0.0276	0.297017784	0.508451274
0.034	0.0221	0.316498291	0.382571279
0.0244	0.0257	0.205678076	0.467400068
0.027	0.0223	0.235532913	0.392070296
0.0352	0.0282	0.328415263	0.52864102
0.0364	0.0292	0.34968724	0.555464136
0.0328	0.0222	0.301743855	0.385537724
0.0227	0.0277	0.173497584	0.51289425
0.0267	0.0213	0.231203895	0.360530182
0.0344	0.0223	0.320868821	0.389845904
0.0261	0.0303	0.224920503	0.581859121
0.0314	0.0264	0.285705742	0.47878206
0.0323	0.0256	0.296710111	0.466344135
0.0299	0.0256	0.268713824	0.46107564
0.0313	0.0289	0.285782269	0.552531442
0.0236	0.0277	0.191508831	0.512510958
0.0354	0.0288	0.3356774	0.546848126
0.03	0.0219	0.269710331	0.380136846
0.0395	0.0239	0.387970809	0.418602164
0.0241	0.0251	0.200391659	0.450955149
0.0352	0.0294	0.329887479	0.562425219
0.0235	0.0266	0.184187296	0.481280342
0.0391	0.0253	0.38300824	0.459242325
0.026	0.0272	0.224913536	0.49521578
0.034	0.0279	0.313908629	0.524352823
0.0269	0.0276	0.235474772	0.505123341
0.0307	0.0246	0.277536158	0.427053949
0.0366	0.0257	0.353270735	0.469066948
0.0286	0.0239	0.255918959	0.41550849
0.0249	0.0253	0.210933385	0.455027833
0.0243	0.0253	0.201926365	0.454629038
0.0338	0.0288	0.310560413	0.545671139
0.0301	0.0244	0.270618931	0.422091602
0.0388	0.0267	0.378225998	0.484629021
0.0378	0.0271	0.368941915	0.49172686
0.0392	0.0264	0.382253253	0.481304781
0.0246	0.0253	0.208065451	0.455011012
0.0351	0.0233	0.332300383	0.40866024
0.0329	0.0261	0.305446962	0.474095156
0.0227	0.0278	0.172645333	0.518598913
0.0382	0.0274	0.372164034	0.505228197
0.0314	0.0238	0.285342183	0.414968349
0.0355	0.0289	0.337486684	0.5502878
0.0314	0.0246	0.287374215	0.426855336
0.0377	0.0277	0.367024586	0.515361192
0.038	0.024	0.374434129	0.421096052
0.0385	0.0291	0.375341574	0.556059431
0.0241	0.0272	0.197527888	0.493361685
0.0245	0.0274	0.206428324	0.501697777
0.0351	0.0269	0.329429374	0.486257431
0.0249	0.0244	0.21360664	0.423669628
0.0345	0.0274	0.320552335	0.502847281
0.0334	0.031	0.308395061	0.587486487
0.0247	0.0293	0.208010587	0.559668133
0.0235	0.0272	0.185780743	0.493970137
0.0279	0.0219	0.246730151	0.378234759
0.0339	0.028	0.312152968	0.52727638
0.0259	0.0302	0.220857037	0.578710858
0.0245	0.0293	0.204313597	0.556849002
0.0225	0.0283	0.171278936	0.531706822
0.0277	0.0272	0.238977015	0.49595693
0.0323	0.0241	0.296806743	0.417433383
0.0312	0.0238	0.281331785	0.412784356
0.0405	0.0255	0.398605315	0.46768344
0.0235	0.0244	0.184626827	0.42477044
0.0295	0.0247	0.265797314	0.43869976
0.0278	0.0272	0.24221154	0.492143265
0.0313	0.0289	0.284221094	0.551481191
0.0301	0.0296	0.269963807	0.565725216
0.0333	0.0297	0.305935514	0.566237897
0.0253	0.0247	0.215603378	0.430528144
0.0235	0.0274	0.187839604	0.501376193
0.0314	0.0252	0.288460684	0.454252108
0.0277	0.0219	0.241206589	0.37666431
0.0327	0.0216	0.300511057	0.371824577
0.0352	0.0223	0.338804229	0.393535502
0.0352	0.0223	0.336984109	0.388385853
0.0267	0.0266	0.232973568	0.480998832
0.0331	0.0208	0.307136687	0.345954761
0.0359	0.0286	0.340410504	0.538966895
0.0247	0.0222	0.210129716	0.384993293
0.028	0.021	0.248531333	0.354198543
0.0388	0.0282	0.377891314	0.536182729
0.035	0.021	0.330370764	0.35442269
0.026	0.0303	0.224119878	0.582038876
0.0338	0.0269	0.314264291	0.485442783
0.0302	0.0247	0.272208913	0.428987724
0.0379	0.0296	0.370426764	0.567035261
0.0306	0.0224	0.275733789	0.398044749
0.0342	0.0283	0.31547539	0.532189304
0.028	0.028	0.245617922	0.527181003
0.0378	0.0273	0.368369209	0.501220325
0.037	0.0221	0.359912216	0.384625119
0.0395	0.0234	0.386735423	0.410921066
0.0394	0.0254	0.384476717	0.463960825
0.0287	0.0274	0.256840386	0.502625716
0.0288	0.0222	0.258268361	0.386804747
0.0301	0.0208	0.272956945	0.348557108
0.0234	0.0289	0.187335393	0.550370363
0.0285	0.0303	0.252601196	0.581544336
0.0367	0.0254	0.35358187	0.458285321
0.0241	0.0223	0.197752589	0.391770203
0.0239	0.0256	0.19572908	0.465442934
0.0278	0.0296	0.239369523	0.565237611
0.0296	0.0264	0.265676744	0.478561091
0.0385	0.0272	0.376468041	0.501903768
0.0344	0.0255	0.320549383	0.458919695
0.0274	0.0242	0.237860402	0.419261016
0.0282	0.0246	0.249027917	0.425484336
0.0363	0.0298	0.349407502	0.571329216
0.0319	0.0272	0.291310426	0.497437274
0.036	0.0247	0.34705943	0.431608321
0.0376	0.0295	0.364029718	0.565555272
0.0234	0.0294	0.186737708	0.556761758
0.032	0.0261	0.293380932	0.476511886
0.0313	0.0222	0.28394416	0.38433532
0.0242	0.0293	0.199987238	0.559452012
0.0369	0.0233	0.357499266	0.410702009
0.0322	0.027	0.294320523	0.486515417
0.0364	0.0246	0.351020886	0.428171503
0.0242	0.0279	0.197610362	0.522756143
0.0398	0.0259	0.390290215	0.473972245
0.0288	0.0242	0.258052832	0.419014435
0.028	0.0298	0.246892853	0.570286454
0.0301	0.027	0.26921253	0.488125095
0.0378	0.0255	0.371131696	0.466717657
0.0342	0.0298	0.31637798	0.569401952
0.0252	0.0295	0.214828355	0.564022677
0.0351	0.0244	0.334505845	0.423050391
0.0295	0.0264	0.264185972	0.477590766
0.0292	0.0209	0.262626985	0.349349926
0.0367	0.0246	0.354601283	0.428616657
0.0258	0.0216	0.221163599	0.370103591
0.023	0.0256	0.176468097	0.464525903
0.0327	0.0208	0.302235141	0.347556437
0.0285	0.0251	0.253595158	0.448313721
0.0306	0.0315	0.276664653	0.590185914
0.025	0.0279	0.213591843	0.522416599
0.0322	0.0219	0.29844107	0.373808409
0.0278	0.0247	0.242812776	0.438178484
0.0288	0.0209	0.258978934	0.350831401
0.0286	0.0283	0.254999378	0.529150161
0.0327	0.0271	0.300888869	0.489603756
0.0384	0.0262	0.376056381	0.480409807
0.0309	0.0278	0.277900313	0.516561467
0.0262	0.0219	0.228482052	0.378535446
0.0339	0.0275	0.314898452	0.504314273
0.0314	0.0256	0.288586409	0.461896966
0.0258	0.0219	0.218623649	0.373530689
0.0327	0.0266	0.302729581	0.481569221
0.0296	0.0219	0.267234723	0.374127709
0.0313	0.0255	0.283690454	0.457738895
0.0259	0.0295	0.222319126	0.564186095
0.0277	0.0247	0.240650704	0.436628114
0.0383	0.0276	0.375567136	0.519871768
0.0243	0.0274	0.202364775	0.500362717
0.0295	0.0295	0.266495628	0.563662676
0.0314	0.0268	0.282917774	0.482713334
0.0362	0.0278	0.347717721	0.516225245
0.029	0.0283	0.260334226	0.531114203
0.0361	0.0236	0.347450854	0.411119871
0.0265	0.0289	0.229998027	0.54946138
0.0344	0.0219	0.324906823	0.375692135
0.0302	0.026	0.269762957	0.473152599
0.0231	0.0238	0.177742163	0.41382683
0.0262	0.0223	0.228159734	0.393895872
0.0277	0.0242	0.239658573	0.419265183
0.032	0.0284	0.290205527	0.537692815
0.0286	0.0302	0.25463913	0.579542296
0.0249	0.0256	0.210908151	0.462668688
0.0278	0.0293	0.241312669	0.558750782
0.0315	0.0277	0.28920856	0.5126616
0.0336	0.0219	0.310605883	0.378333307
0.0295	0.0282	0.265103468	0.528237482
0.0352	0.0266	0.335536598	0.481667344
0.029	0.0219	0.260644178	0.376010712
0.0257	0.0261	0.22104298	0.475599242
0.0311	0.0286	0.281716445	0.538695852
0.0313	0.0305	0.285355245	0.583951278
0.0302	0.0297	0.271230838	0.565868544
0.0273	0.0238	0.237153515	0.412619009
0.0286	0.0283	0.254579554	0.529788252
0.0257	0.0247	0.221269945	0.42924239
0.0363	0.0292	0.349288653	0.558105097
0.022	0.0249	0.164592433	0.444358724
0.0362	0.0289	0.345545657	0.547110006
0.0373	0.0218	0.360723947	0.379517926
0.0248	0.0301	0.210053642	0.576717726
0.0262	0.0213	0.228699528	0.365750944
0.0347	0.0301	0.322730171	0.576115094
0.0342	0.0277	0.316972512	0.511180333
0.0295	0.0247	0.266381466	0.435560524
0.0313	0.0223	0.287019991	0.389772974
0.0299	0.0253	0.268834914	0.455710596
0.0307	0.0256	0.277342305	0.463747818
0.0312	0.0257	0.281703623	0.467577762
0.0302	0.0264	0.270566124	0.478553955
0.0307	0.0261	0.275110779	0.475389713
0.0296	0.0257	0.266345045	0.467673295
0.0304	0.0261	0.273225529	0.476603378
0.0314	0.0259	0.285180167	0.472940018
0.0307	0.0261	0.276687547	0.474730652
0.0303	0.0258	0.272433661	0.469074967
0.0307	0.0255	0.277762506	0.459001271
0.0313	0.0252	0.284584712	0.452961568
0.0297	0.0261	0.266779678	0.474207632
0.0307	0.0256	0.27714718	0.462284022
0.0302	0.0252	0.273058358	0.45441783
0.0314	0.026	0.283641775	0.47305538
0.0314	0.0252	0.288779132	0.453318095
0.032	0.0261	0.293563499	0.47436656
0.0296	0.0258	0.266256034	0.47042683
0.0296	0.0258	0.265536714	0.471500306
0.0317	0.0258	0.290259258	0.469943178
0.0313	0.0251	0.286572358	0.447929644
0.0304	0.0256	0.273882159	0.46111858
0.0313	0.0268	0.281660537	0.482297086
0.0308	0.0255	0.279567975	0.460096825
0.0309	0.0261	0.279694649	0.476652203
0.0315	0.0263	0.287433205	0.477007714
0.0302	0.0253	0.272220387	0.456351902
0.03	0.0257	0.2692168	0.468229029
0.0303	0.0258	0.272969353	0.469899784
0.0296	0.0256	0.267445807	0.466352501
0.0296	0.0264	0.266410926	0.479445392
0.0317	0.0255	0.291294431	0.457761433
0.0308	0.0268	0.276418907	0.483110148
0.0307	0.0261	0.276419667	0.476256157
0.0314	0.0256	0.288717887	0.463295275
0.0318	0.0256	0.292771886	0.465858014
0.0296	0.0261	0.265530472	0.475205667
0.0306	0.0252	0.275435246	0.451808452
0.0315	0.0253	0.289415481	0.456901115
0.0323	0.0261	0.299203976	0.475520716
0.0323	0.0256	0.295400509	0.463158854
0.0297	0.0264	0.267723284	0.477897677
0.0323	0.0256	0.297391386	0.46708077
0.0309	0.0259	0.279582418	0.472672208
0.0321	0.0253	0.295140174	0.457221871
0.0317	0.0256	0.291278672	0.462346289
0.0301	0.0255	0.27004578	0.459638857
0.0317	0.0256	0.290115668	0.467270823
0.0301	0.0256	0.270054618	0.465105193
0.0315	0.0255	0.289296895	0.459259684
0.0315	0.0261	0.288913076	0.475764678
0.0301	0.0252	0.269598097	0.453641227
0.031	0.027	0.278623132	0.48831697
0.0313	0.0256	0.285688169	0.465334862
0.0314	0.0268	0.282412199	0.483334258
0.0311	0.0258	0.28076797	0.471437961
0.0323	0.0255	0.295622067	0.458690204
0.0314	0.0256	0.28855887	0.466162515
0.0308	0.0256	0.279576426	0.461169405
0.0302	0.0264	0.269943884	0.477792106
0.0302	0.0256	0.271665167	0.46212782
0.0319	0.0268	0.291600987	0.483432461
0.0314	0.0258	0.285151965	0.46918855
0.0314	0.0255	0.289017212	0.460839301
0.0311	0.0256	0.281353035	0.467348223
0.0302	0.0253	0.271790389	0.456369878
0.0314	0.0259	0.284411633	0.472706142
0.0313	0.0252	0.286503353	0.45378346
0.0323	0.0261	0.296695241	0.475540411
0.0304	0.0252	0.273820682	0.453750893
0.0324	0.0261	0.299610956	0.473845988
0.0302	0.0253	0.27211253	0.455155307
0.0296	0.0264	0.26629103	0.47925533
0.0315	0.0259	0.288499707	0.472688608
0.0306	0.0252	0.276793033	0.454007714
0.0304	0.0252	0.273534282	0.45280147
0.0314	0.0255	0.288202428	0.460409641
0.0302	0.0258	0.269849199	0.468998595
0.0314	0.0266	0.285607912	0.481086449
0.0314	0.0256	0.288656819	0.46235478
0.0306	0.0258	0.274557646	0.468975687
0.0306	0.0264	0.274402786	0.47829347
0.0313	0.0251	0.286271649	0.44989312
0.0323	0.0255	0.299296774	0.459195797
0.031	0.0255	0.280368836	0.459154777
0.0314	0.0256	0.288499361	0.465873694
0.0313	0.0256	0.283776418	0.465701961
0.0311	0.0251	0.281473849	0.449949128
0.0318	0.0264	0.292677256	0.477288015
0.0319	0.0268	0.291235869	0.482900659
0.0304	0.0253	0.274010208	0.455832239
0.0302	0.0256	0.272563205	0.464284928
0.0314	0.0257	0.285605787	0.46750726
0.0315	0.0269	0.284872817	0.485205002
0.0314	0.0269	0.282759113	0.486380441
0.0318	0.0265	0.291948782	0.480561334
0.0313	0.0252	0.287156442	0.452854348
0.0313	0.0251	0.28456215	0.449502609
0.0314	0.0251	0.287516157	0.449596448
0.0302	0.0258	0.270194666	0.470785458
0.0296	0.0264	0.264957522	0.477250021
0.0313	0.0268	0.281462902	0.483450767
0.0311	0.0258	0.280740043	0.46874436
0.0319	0.0255	0.29317564	0.459759333
0.0302	0.0261	0.27042013	0.473857747
0.0307	0.0253	0.277664823	0.455471296
0.031	0.0253	0.280071523	0.455477432
0.0308	0.0253	0.278014928	0.456936944
0.032	0.0259	0.294344632	0.472759623
0.032	0.0261	0.29339903	0.475312724
0.0314	0.0264	0.287066597	0.477201613
0.0314	0.0255	0.287902315	0.460647881
0.0296	0.0258	0.265332442	0.472024438
0.0301	0.0256	0.270485619	0.460968086
0.0323	0.0261	0.296135634	0.476366751
0.0301	0.0255	0.270180659	0.458079253
0.0306	0.0251	0.275575861	0.449979994
0.0311	0.025	0.281748742	0.44571344
0.0314	0.026	0.283790046	0.473487441
0.0311	0.0253	0.281409147	0.454885833
0.0321	0.0264	0.294793161	0.47922779
0.0308	0.0256	0.279888609	0.467328058
0.0315	0.0264	0.289276134	0.478800972
0.0296	0.0256	0.267464168	0.462838129
0.0319	0.0252	0.293022325	0.452680104
0.0315	0.0257	0.287879177	0.468415107
0.0314	0.0258	0.287292461	0.470573377
0.0317	0.0261	0.291199909	0.473920278
0.0314	0.0253	0.287818072	0.456825092
0.0306	0.0252	0.276094563	0.452258402
0.0311	0.025	0.281487279	0.44624689
0.031	0.0251	0.280646054	0.450711877
0.0309	0.0258	0.278096858	0.468711414
0.0317	0.0261	0.291392325	0.474037264
0.0296	0.0258	0.264476206	0.471758239
0.0323	0.026	0.299276707	0.473164162
0.0323	0.0264	0.29786	0.477078708
0.0313	0.0253	0.287251427	0.457095857
0.0304	0.0251	0.274008552	0.448601286
0.0302	0.0261	0.270031271	0.474158248
0.0301	0.0255	0.27055941	0.459957715
0.0314	0.0251	0.288846587	0.448310596
0.0323	0.0258	0.296569401	0.469467246
0.0313	0.0251	0.287140529	0.448014398
0.0307	0.0256	0.27734952	0.464957634
0.0307	0.0255	0.276984096	0.459760278
0.0316	0.0266	0.289470519	0.481543574
0.0296	0.0258	0.265664936	0.469286976
0.0308	0.0256	0.279435304	0.461878995
0.0313	0.0252	0.286891652	0.45276262
0.0302	0.0255	0.272026934	0.458637116
0.0315	0.0266	0.288823403	0.481701945
0.0309	0.0269	0.277661289	0.484698005
0.0314	0.0257	0.284043548	0.467879132
0.0307	0.0253	0.277531701	0.456122424
0.0311	0.0252	0.282349617	0.454323011
0.03	0.0258	0.268531315	0.471457015
0.0317	0.0255	0.290138798	0.459290389
0.0297	0.0258	0.266936315	0.471978202
0.0302	0.0253	0.272979611	0.454798247
0.0315	0.0257	0.288750265	0.468456519
0.0311	0.0257	0.280833116	0.467440535
0.0307	0.0264	0.275689302	0.479255507
0.0313	0.0256	0.283545016	0.461849046
0.0308	0.0255	0.278781398	0.458320043
0.032	0.0258	0.294126566	0.470342876
0.0323	0.0256	0.297000053	0.466935699
0.0316	0.0266	0.289683916	0.481207558
0.0323	0.0257	0.296039171	0.468608952
0.0307	0.0257	0.274905173	0.468536831
0.0307	0.026	0.276143773	0.473111655
0.0304	0.0256	0.27348021	0.465422448
0.0308	0.0257	0.277225331	0.467749098
0.0314	0.0264	0.283683655	0.478637675
0.0308	0.0269	0.275516381	0.485203754
0.0314	0.0251	0.287831725	0.44892892
0.0304	0.0255	0.273593448	0.458636821
0.0323	0.0256	0.296451644	0.464813851
0.0308	0.0253	0.279150827	0.455776885
0.0306	0.0255	0.276110999	0.460836945
0.0296	0.026	0.264953107	0.47330061
0.0314	0.0255	0.287626978	0.45967436
0.031	0.0269	0.277996417	0.485869728
0.0308	0.0253	0.277985768	0.456655
0.0306	0.0256	0.275917305	0.462655586
0.0304	0.0255	0.27348411	0.459586807
0.0307	0.0261	0.276214119	0.476310895
0.031	0.027	0.279380194	0.487729268
0.0312	0.0253	0.282433813	0.454771198
0.0315	0.0258	0.288335126	0.469237989
0.0302	0.0252	0.272768294	0.453901471
0.0296	0.0264	0.2649669	0.47877485
0.0314	0.0256	0.288676935	0.460936553
0.0295	0.026	0.264464978	0.473302278
0.0313	0.0255	0.287062255	0.458838829
0.0313	0.0256	0.286967687	0.46315052
0.0311	0.0256	0.28158853	0.467383907
0.0311	0.0256	0.282011571	0.461659766
0.0314	0.0256	0.287763203	0.465316921
0.0308	0.0261	0.277306108	0.475263798
0.0301	0.0252	0.270356248	0.454286772
0.0301	0.0256	0.269943908	0.463718978
0.0323	0.0261	0.298694493	0.476175358
0.0304	0.0252	0.273832344	0.454050383
0.0299	0.0264	0.268403053	0.477430679
0.0296	0.0264	0.264631481	0.478801659
0.0315	0.0269	0.285023093	0.486033672
0.0312	0.0251	0.282950493	0.451550187
0.032	0.026	0.294006608	0.473389789
0.0323	0.0256	0.296961595	0.466734484
0.031	0.027	0.279467798	0.488604139
0.0307	0.0268	0.274843894	0.483483565
0.0308	0.0256	0.277939497	0.461123666
0.0318	0.0258	0.292708522	0.47218497
0.0323	0.0258	0.296306928	0.469777458
0.0314	0.0257	0.286418628	0.468557535
0.0321	0.0253	0.294902642	0.456589372
0.0325	0.0261	0.299655141	0.476105317
0.031	0.0251	0.280072112	0.44856854
0.0307	0.0256	0.277067628	0.461764182
0.0298	0.0266	0.268278755	0.481764123
0.0311	0.0258	0.280644267	0.470752298
0.031	0.0256	0.280668941	0.465959112
0.0302	0.0252	0.272156105	0.454006181
0.0296	0.0257	0.265790622	0.468271351
0.0306	0.0251	0.275286704	0.449562624
0.0305	0.0266	0.273311384	0.480922316
0.0305	0.0258	0.27340975	0.469053194
0.0315	0.0251	0.289812326	0.450950815
0.0321	0.0261	0.295151897	0.473857292
0.0309	0.0264	0.279386367	0.479885209
0.0311	0.0256	0.282090767	0.4658675
0.0321	0.0264	0.29494598	0.478854244
0.0302	0.0253	0.272439055	0.455469873
0.0306	0.0251	0.275722529	0.451370879
0.0312	0.0256	0.282719404	0.466436984
0.0302	0.0264	0.269691823	0.478693229
0.0315	0.0266	0.288752924	0.48124406
0.0315	0.0268	0.284697191	0.482820374
0.0308	0.0255	0.278615727	0.459459935
0.0312	0.0258	0.282213937	0.472320033
0.0314	0.0264	0.284943469	0.479916994
0.0318	0.0252	0.292573693	0.452347202
0.0314	0.0255	0.287593795	0.458703815
0.0296	0.0257	0.265944898	0.468247305
0.0311	0.0256	0.281521637	0.463014809
0.0317	0.0258	0.292351508	0.472441311
0.0301	0.0255	0.270222524	0.460014974
0.0314	0.0256	0.288634703	0.461323066
0.0314	0.0252	0.288886711	0.45261918
0.0314	0.0264	0.285846426	0.479957461
0.0308	0.0264	0.277306597	0.47814318
0.0307	0.0256	0.277859193	0.466737793
0.0323	0.0261	0.299324291	0.473835553
0.0321	0.0256	0.295008367	0.465827965
0.0309	0.0257	0.279017464	0.468473263
0.0311	0.0256	0.281429894	0.462636918
0.0321	0.0258	0.295002094	0.469256122
0.0309	0.0264	0.279507841	0.480048961
0.032	0.0253	0.293876566	0.455346378
0.0308	0.0252	0.279418066	0.452777848
0.0296	0.0256	0.266585294	0.464397788
0.0323	0.0258	0.295419499	0.472358622
0.0317	0.0252	0.291884289	0.454410507
0.0304	0.0253	0.27369712	0.456988206
0.0307	0.0264	0.274917075	0.477266997
0.0306	0.0256	0.275980524	0.465481468
0.0297	0.0264	0.26680465	0.477858992
0.0314	0.0256	0.288577193	0.463327055
0.0318	0.0265	0.290628649	0.480609969
0.0315	0.0264	0.287774408	0.477318471
0.0325	0.0258	0.299834173	0.469942616
0.0323	0.0261	0.296511273	0.476393344
0.0307	0.0252	0.277264842	0.452701119
0.0302	0.0255	0.272866031	0.458309466
